case_name,case_label,system_config_path,data_type,prefill_length,batch_size,hidden_size,num_heads,head_dim,compile_mode,variant,variant_label,attention_variant,total_latency_ms,q_mul_k_ms,softmax_ms,softmax_scale,a_mul_v_ms,compute_model_ms,fused_core_ms,hbm_io_ms,onchip_io_ms,kernel_overhead_ms,bottleneck_component,bottleneck_ms,bottleneck_share_of_total,software_q_tile_size,software_kv_tile_size,logical_q_tile_size,tensor_tflops,vector_tflops,tensor_vector_ratio,source
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,65536,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,120.21215542857144,0.0,0.0,1.0,0.0,0.0,119.91215542857144,0.0,43.285217280000005,0.3,fused_core,119.91215542857144,0.9975044121043296,512,8192,512,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,65536,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,231.3050377142857,95.57021257142857,231.00503771428572,1.0,40.744667428571425,231.00503771428572,0.0,0.0,43.285217280000005,0.3,softmax,231.00503771428572,0.9987030113871944,512,8192,,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,131072,1,4096,32,128,fixed-tile,baseline,Unfused Attention,trivial,1719.8490956800001,344.37847232,1031.0921510399999,1.0,344.37847232,0.0,0.0,0.0,0.0,0.0,softmax,1031.0921510399999,0.599524780185626,,,,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,131072,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,479.94862171428576,0.0,0.0,1.0,0.0,0.0,479.64862171428575,0.0,172.46978048,0.3,fused_core,479.64862171428575,0.9993749330940289,512,8192,512,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,131072,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,924.3201508571428,382.2808502857143,924.0201508571429,1.0,162.9786697142857,924.0201508571429,0.0,0.0,172.46978048,0.3,softmax,924.0201508571429,0.9996754371310398,512,8192,,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,262144,1,4096,32,128,fixed-tile,baseline,Unfused Attention,trivial,6875.152028160001,1375.8417120000001,4123.46860416,1.0,1375.8417120000001,0.0,0.0,0.0,0.0,0.0,softmax,4123.46860416,0.5997639888209956,,,,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,262144,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,1918.894486857143,0.0,0.0,1.0,0.0,0.0,1918.594486857143,0.0,688.53694464,0.3,fused_core,1918.594486857143,0.9998436599812784,512,8192,512,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,262144,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,3696.3806034285717,1529.1234011428571,3696.0806034285715,1.0,651.9146788571428,3696.0806034285715,0.0,0.0,688.53694464,0.3,softmax,3696.0806034285715,0.9999188395265027,512,8192,,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,524288,1,4096,32,128,fixed-tile,baseline,Unfused Attention,trivial,27493.67940352,5500.35249344,16492.974416639998,1.0,5500.35249344,0.0,0.0,0.0,0.0,0.0,softmax,16492.974416639998,0.5998824011357465,,,,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,524288,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,7674.677947428572,0.0,0.0,1.0,0.0,0.0,7674.377947428572,0.0,2751.463424,0.3,fused_core,7674.377947428572,0.9999609104118694,512,8192,512,1835.008,7.168,256.0,fixed_tile_model
tpuv6e_int8,TPUv6e INT8,/home/CONNECT/cxu930/Documents/pinn-fullstack/ae-exp/LLMCompass/configs/ours/TPUv6e.json,int8,524288,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,14784.622413714285,6116.4936045714285,14784.322413714286,1.0,2607.658715428571,14784.322413714286,0.0,0.0,2751.463424,0.3,softmax,14784.322413714286,0.9999797086464839,512,8192,,1835.008,7.168,256.0,fixed_tile_model
