model,system,data_type,batch_size,context_length,variant,variant_label,num_layers,attention_core_ms,q_proj_ms,k_proj_ms,v_proj_ms,o_proj_ms,attention_total_ms,attn_norm_ms,residual_add1_ms,ffn_norm_ms,gate_proj_ms,up_proj_ms,silu_ms,gate_mul_ms,down_proj_ms,residual_add2_ms,ffn_total_ms,non_attention_per_layer_ms,layer_total_ms,decoder_stack_ms,final_norm_ms,lm_head_ms,model_total_ms,attention_share_of_layer,attention_share_of_model,q_mul_k_ms,softmax_ms,softmax_scale,a_mul_v_ms,fused_core_ms,attention_useful_tflops_core,attention_useful_tflops_total,model_prefill_tokens_per_s,decoder_stack_tokens_per_s
llama3_8b,B300 FP16,fp16,1,16384,flashattention,FlashAttention,32,2.326488502556611,0.2661017677136596,0.2661017677136596,0.2661017677136596,0.2661017677136596,3.3908955734112496,0.04882971512052594,0.0009574287801314827,0.04882971512052594,0.8788561869978087,0.8788561869978087,0.07180800584368152,0.00335100073046019,0.8788561869978087,0.0009574287801314827,2.7615147114682252,2.8113018553688827,6.202197428780132,198.47031772096423,0.04882971512052594,0.021468429510591674,198.54061586559536,0.5467248684597552,0.5465312871932276,1.2101899780861942,1.9033684149013876,1.0,1.0952985244704163,0.0,1890.422628897983,1297.0162058631472,82522.15763796846,82551.38696877983
llama3_8b,B300 FP16,fp16,1,16384,customsa,FlashAttention-CustomSA,32,2.1675254054054056,0.2661017677136596,0.2661017677136596,0.2661017677136596,0.2661017677136596,3.2319324762600443,0.04882971512052594,0.0009574287801314827,0.04882971512052594,0.8788561869978087,0.8788561869978087,0.07180800584368152,0.00335100073046019,0.8788561869978087,0.0009574287801314827,2.7615147114682252,2.8113018553688827,6.043234331628927,193.38349861212566,0.04882971512052594,0.021468429510591674,193.4537967567568,0.5348017797927904,0.534607441023042,0.0,0.0,1.0,0.0,2.1465254054054053,2029.0634195733483,1360.8101479252962,84692.05709413276,84722.84407710409
llama3_8b,B300 FP16,fp16,1,32768,baseline,Unfused Attention,32,23.093566165084003,0.5112035354273191,0.5112035354273191,0.5112035354273191,0.5112035354273191,25.13838030679328,0.052659430241051866,0.0019148575602629654,0.052659430241051866,1.7367123739956174,1.7367123739956174,0.09861601168736303,0.00670200146092038,1.7367123739956174,0.0019148575602629654,5.37002942293645,5.424603710737765,30.562984017531043,978.0154885609934,0.052659430241051866,0.021468429510591674,978.0896164207451,0.8225106649394512,0.8224483281615208,3.9426282834185535,15.208309598246894,1.0,3.9426282834185535,0.0,761.7786667792462,699.8138237117039,33502.04260414536,33504.581863231346
llama3_8b,B300 FP16,fp16,1,32768,flashattention,FlashAttention,32,9.242954010226443,0.5112035354273191,0.5112035354273191,0.5112035354273191,0.5112035354273191,11.287768151935719,0.052659430241051866,0.0019148575602629654,0.052659430241051866,1.7367123739956174,1.7367123739956174,0.09861601168736303,0.00670200146092038,1.7367123739956174,0.0019148575602629654,5.37002942293645,5.424603710737765,16.712371862673486,534.7958996055515,0.052659430241051866,0.021468429510591674,534.8700274653032,0.6754138936524363,0.6753202877597669,4.840759912344777,7.613473659605551,1.0,4.381194097881665,0.0,1903.3077547450669,1558.5176633344604,61263.481439190655,61271.973147454264
llama3_8b,B300 FP16,fp16,1,32768,customsa,FlashAttention-CustomSA,32,8.607101621621622,0.5112035354273191,0.5112035354273191,0.5112035354273191,0.5112035354273191,10.651915763330898,0.052659430241051866,0.0019148575602629654,0.052659430241051866,1.7367123739956174,1.7367123739956174,0.09861601168736303,0.00670200146092038,1.7367123739956174,0.0019148575602629654,5.37002942293645,5.424603710737765,16.07651947406866,514.4486231701972,0.052659430241051866,0.021468429510591674,514.5227510299488,0.6625759873281266,0.6624805292754649,0.0,0.0,1.0,0.0,8.586101621621621,2043.9152246353453,1651.5513674053736,63686.202280475394,63695.37894391298
llama3_8b,B300 FP16,fp16,1,65536,baseline,Unfused Attention,32,92.212264660336,1.0014070708546383,1.0014070708546383,1.0014070708546383,1.0014070708546383,96.21789294375456,0.06031886048210373,0.003829715120525931,0.06031886048210373,3.452424747991235,3.452424747991235,0.1522320233747261,0.01340400292184076,3.452424747991235,0.003829715120525931,10.587058845872901,10.651207421475531,106.8691003652301,3419.811211687363,0.06031886048210373,0.021468429510591674,3419.892998977356,0.9003340779975265,0.9003125463635399,15.707513133674214,60.79723839298757,1.0,15.707513133674214,0.0,763.1169718786037,731.3477984682015,19163.17265469917,19163.630956009412
llama3_8b,B300 FP16,fp16,1,65536,flashattention,FlashAttention,32,36.90881604090577,1.0014070708546383,1.0014070708546383,1.0014070708546383,1.0014070708546383,40.91444432432432,0.06031886048210373,0.003829715120525931,0.06031886048210373,3.452424747991235,3.452424747991235,0.1522320233747261,0.01340400292184076,3.452424747991235,0.003829715120525931,10.587058845872901,10.651207421475531,51.565651745799855,1650.1008558655953,0.06031886048210373,0.021468429510591674,1650.182643155588,0.7934437544980104,0.7934044293877196,19.363039649379107,30.453894638422202,1.0,17.52477639152666,0.0,1906.5565283826725,1719.8997894205447,39714.3917807048,39716.360225521916
llama3_8b,B300 FP16,fp16,1,65536,customsa,FlashAttention-CustomSA,32,34.05876,1.0014070708546383,1.0014070708546383,1.0014070708546383,1.0014070708546383,38.06438828341855,0.06031886048210373,0.003829715120525931,0.06031886048210373,3.452424747991235,3.452424747991235,0.1522320233747261,0.01340400292184076,3.452424747991235,0.003829715120525931,10.587058845872901,10.651207421475531,48.715595704894085,1558.8990625566107,0.06031886048210373,0.021468429510591674,1558.9808498466034,0.7813593928729176,0.7813184011780807,0.0,0.0,1.0,0.0,34.03776,2066.0982424980825,1848.6766069564746,42037.71971057146,42039.92521011609
llama3_8b,B300 FP16,fp16,1,131072,baseline,Unfused Attention,32,368.687058641344,1.981814141709277,1.981814141709277,1.981814141709277,1.981814141709277,376.6143152081811,0.07563772096420746,0.007659430241051862,0.07563772096420746,6.88384949598247,6.88384949598247,0.25946404674945217,0.02680800584368152,6.88384949598247,0.007659430241051862,21.021117691745804,21.104414842951062,397.7187300511322,12726.99936163623,0.07563772096420746,0.021468429510591674,12727.096467786703,0.9469363315118757,0.9469291065063822,62.767052534696845,243.15295357195032,1.0,62.767052534696845,0.0,763.4522832125572,747.3825750756846,10298.656911397953,10298.7354894586
llama3_8b,B300 FP16,fp16,1,131072,flashattention,FlashAttention,32,147.57226416362306,1.981814141709277,1.981814141709277,1.981814141709277,1.981814141709277,155.49952073046018,0.07563772096420746,0.007659430241051862,0.07563772096420746,6.88384949598247,6.88384949598247,0.25946404674945217,0.02680800584368152,6.88384949598247,0.007659430241051862,21.021117691745804,21.104414842951062,176.60393557341123,5651.3259383491595,0.07563772096420746,0.021468429510591674,5651.423044499635,0.8804986153087268,0.8804834860518372,77.45215859751643,121.81557855368881,1.0,70.09910556610664,0.0,1907.3704554574442,1810.134046641592,23192.74260092218,23193.141119425185
llama3_8b,B300 FP16,fp16,1,131072,customsa,FlashAttention-CustomSA,32,136.17203999999998,1.981814141709277,1.981814141709277,1.981814141709277,1.981814141709277,144.0992965668371,0.07563772096420746,0.007659430241051862,0.07563772096420746,6.88384949598247,6.88384949598247,0.25946404674945217,0.02680800584368152,6.88384949598247,0.007659430241051862,21.021117691745804,21.104414842951062,165.20371140978816,5286.518765113221,0.07563772096420746,0.021468429510591674,5286.615871263696,0.8722521748279521,0.8722361530376418,0.0,0.0,1.0,0.0,136.15104,2067.054122936368,1953.3403938589,24793.176427374692,24793.631844262043
llama3_8b,B300 FP16,fp16,1,262144,baseline,Unfused Attention,32,1474.586234565376,3.9426282834185535,3.9426282834185535,3.9426282834185535,3.9426282834185535,1490.3567476990502,0.10627544192841488,0.015318860482103723,0.10627544192841488,13.746698991964939,13.746698991964939,0.47392809349890436,0.05361601168736304,13.746698991964939,0.015318860482103723,41.8892353834916,42.010829685902124,1532.3675773849523,49035.76247631847,0.10627544192841488,0.021468429510591674,49035.89022018991,0.9725843653272831,0.9725818316383551,251.0052101387874,972.5758142878012,1.0,251.0052101387874,0.0,763.5361570932304,755.4566439081729,5345.961882671511,5345.97580952475
llama3_8b,B300 FP16,fp16,1,262144,flashattention,FlashAttention,32,590.2260566544924,3.9426282834185535,3.9426282834185535,3.9426282834185535,3.9426282834185535,605.9965697881665,0.10627544192841488,0.015318860482103723,0.10627544192841488,13.746698991964939,13.746698991964939,0.47392809349890436,0.05361601168736304,13.746698991964939,0.015318860482103723,41.8892353834916,42.010829685902124,648.0073994740686,20736.236783170196,0.10627544192841488,0.021468429510591674,20736.364527041635,0.9351692130059029,0.9351634520088119,309.8086343900657,487.26231421475524,1.0,280.3964222644266,0.0,1907.5740458230998,1857.931155016597,12641.753073840226,12641.830952314334
llama3_8b,B300 FP16,fp16,1,262144,customsa,FlashAttention-CustomSA,32,543.3985740540542,3.9426282834185535,3.9426282834185535,3.9426282834185535,3.9426282834185535,559.1690871877283,0.10627544192841488,0.015318860482103723,0.10627544192841488,13.746698991964939,13.746698991964939,0.47392809349890436,0.05361601168736304,13.746698991964939,0.015318860482103723,41.8892353834916,42.010829685902124,601.1799168736304,19237.757339956173,0.10627544192841488,0.021468429510591674,19237.885083827612,0.9301193727422321,0.9301131965409991,0.0,0.0,1.0,0.0,543.3775740540541,2071.9596270611964,2013.5231589879158,13626.44588309617,13626.536366353668
llama3_8b,B300 FP16,fp16,1,524288,baseline,Unfused Attention,32,5898.182938261504,7.864256566837107,7.864256566837107,7.864256566837107,7.864256566837107,5929.639964528853,0.1675508838568298,0.030637720964207447,0.1675508838568298,27.472397983929877,27.472397983929877,0.9028561869978087,0.10723202337472608,27.472397983929877,0.030637720964207447,83.6254707669832,83.82365937180424,6013.463623900657,192430.83596482102,0.1675508838568298,0.021468429510591674,192431.0249841344,0.9860606690895003,0.9860597005112234,1003.9578405551497,3890.267257151205,1.0,1003.9578405551497,0.0,763.5571284430077,759.5064210156197,2724.5502644037088,2724.552940651606
llama3_8b,B300 FP16,fp16,1,524288,flashattention,FlashAttention,32,2360.841226617969,7.864256566837107,7.864256566837107,7.864256566837107,7.864256566837107,2392.298252885317,0.1675508838568298,0.030637720964207447,0.1675508838568298,27.472397983929877,27.472397983929877,0.9028561869978087,0.10723202337472608,27.472397983929877,0.030637720964207447,83.6254707669832,83.82365937180424,2476.1219122571215,79235.90119222789,0.1675508838568298,0.021468429510591674,79236.09021154125,0.966147200201708,0.9661448954378069,1239.2345375602629,1949.049256859021,1.0,1121.5856890577063,0.0,1907.6249502056276,1882.5410343124097,6616.782814501289,6616.798599009643
llama3_8b,B300 FP16,fp16,1,524288,customsa,FlashAttention-CustomSA,32,2173.531296216216,7.864256566837107,7.864256566837107,7.864256566837107,7.864256566837107,2204.9883224835644,0.1675508838568298,0.030637720964207447,0.1675508838568298,27.472397983929877,27.472397983929877,0.9028561869978087,0.10723202337472608,27.472397983929877,0.030637720964207447,83.6254707669832,83.82365937180424,2288.8119818553687,73241.9834193718,0.1675508838568298,0.021468429510591674,73242.17243868516,0.9633767823498308,0.9633742961207657,0.0,0.0,1.0,0.0,2173.5102962162164,2072.019682997236,2042.4596273135433,7158.28029867504,7158.29877241324
